transcript_id,DMSO.1,DMSO.2,DMSO.3,JG1.1,JG1.2,JG1.3,M4.1,M4.2,M4.3
STM14_RS11950,93,72,45,25,52,33,158,40,100
STM14_RS11955,724,310,216,134,142,167,801,238,329
STM14_RS11960,21,17,9,2,6,12,64,2,26
STM14_RS11965,58,62,40,30,23,42,68,38,14
STM14_RS11970,80,73,37,83,150,121,1585,145,1468
STM14_RS11975,6507,6540,6604,6379,7214,7695,7245,9835,7583
STM14_RS11980,5616,8113,7362,5178,7474,6731,6595,9216,10118
STM14_RS11985,301,159,132,49,88,70,381,83,395
STM14_RS11990,837,270,425,173,105,325,780,147,890
STM14_RS11995,2071,986,1446,682,477,1396,1707,449,2182
STM14_RS12000,679,639,626,444,378,735,763,426,1354
STM14_RS12005,1787,1779,2051,1361,1412,1721,1719,974,1897
STM14_RS12010,8239,5001,3649,4102,5891,4703,8373,5331,5590
STM14_RS12015,2578,1392,1757,1289,785,1359,1755,656,1389
STM14_RS12020,11196,4112,8688,6154,4039,7126,6923,3332,10361
STM14_RS12025,3870,1068,1720,1052,886,1429,4347,2901,5429
STM14_RS12030,7455,2253,2377,2522,2552,3084,8344,6987,10495
STM14_RS12035,13341,6795,3902,5025,8437,5024,13363,12834,13290
STM14_RS12040,2172,1935,2222,1936,2480,2976,2522,2674,2655
STM14_RS12045,6375,4679,3978,4298,4128,6699,9791,10058,11106
STM14_RS12050,2539,1534,1614,1686,1892,1982,3348,1966,4643
STM14_RS12055,3123,945,900,3182,4943,2032,3180,3073,2228
STM14_RS12060,1804,805,1084,1040,1017,1294,2041,1707,1927
STM14_RS12065,5667,3031,2214,2970,4178,3578,5263,5488,4147
STM14_RS12070,380,229,252,216,238,241,402,304,447
STM14_RS12075,6854,1559,1448,974,895,1459,5021,1163,3610
STM14_RS12080,2308,1521,2637,2396,2019,2061,1871,2777,1831
STM14_RS12085,1729,1180,1787,1930,1353,1343,1368,1874,1188
STM14_RS12090,2379,2329,2983,3674,2639,2337,2328,3079,1443
STM14_RS12095,3207,2444,4480,4940,3876,3675,2474,3674,1965
STM14_RS12100,1508,1125,3024,3052,2744,2800,780,1632,925
STM14_RS12105,7835,5713,6690,6585,5670,5641,3833,2676,3454
STM14_RS12110,1807,1638,1875,1777,1531,1503,1579,993,1388
STM14_RS12115,1583,1115,1616,1643,1505,1370,1241,1134,1478
STM14_RS12120,31623,35298,54887,49349,53035,69422,20249,50146,23637
STM14_RS12125,1973,1327,3023,1023,963,2838,2146,1040,5068
STM14_RS12130,133,72,98,24,53,66,147,62,724
STM14_RS12135,310,266,555,879,703,1053,475,953,3886
STM14_RS12140,809,656,1060,1720,1371,1784,642,1042,2939
STM14_RS12145,553,544,1087,376,303,1027,512,398,2341
STM14_RS12150,823,571,1020,301,231,651,649,313,2603
STM14_RS12155,3050,3382,4261,2421,1960,3347,2687,2176,3828
STM14_RS12160,485,328,350,304,330,389,646,436,1353
STM14_RS12165,2041,1021,1547,1328,896,1537,2255,1158,3190
STM14_RS12170,5559,3949,4435,4565,3313,5111,5778,3473,7795
STM14_RS12175,9812,7891,10244,9976,12956,18636,8087,9992,8353
STM14_RS12180,680,377,546,369,383,686,508,373,666
STM14_RS12185,618,505,542,496,557,689,686,619,680
STM14_RS12190,32,25,15,8,16,29,61,29,43
STM14_RS12195,501,395,311,130,166,231,430,319,546
STM14_RS12200,5589,7026,4692,767,856,1519,3957,3788,5840
STM14_RS12205,8527,6870,5978,4473,3744,4770,7901,6028,11596
STM14_RS12210,6131,3520,4036,2921,3527,4488,5523,3506,6541
STM14_RS12215,1892,1308,1257,1146,1426,1195,1987,1461,1824
STM14_RS12220,2480,2163,2906,2878,2877,3523,1923,2596,2378
STM14_RS12225,3269,2240,6273,3285,4387,8607,3322,8097,5498
STM14_RS12230,1374,1247,1735,1051,1306,2333,1380,2522,2435
STM14_RS12235,1940,1323,1526,823,973,1792,1463,2476,2662
STM14_RS12240,264,119,105,79,81,103,288,142,889
STM14_RS12245,34,19,29,17,19,25,66,16,136
STM14_RS12250,2,2,7,5,3,6,13,5,21
STM14_RS12255,308,232,174,101,76,140,332,121,448
STM14_RS12260,995,1106,799,720,900,903,1189,1000,1147
STM14_RS12265,2611,1201,2281,1418,1423,2036,3036,1937,3363
STM14_RS12270,3082,3091,2632,1451,1912,2271,3291,2351,3380
STM14_RS12275,8135,15323,8395,4401,8641,6551,8816,6581,16912
STM14_RS12280,2283,1536,1802,1402,1365,1590,2637,1385,3361
STM14_RS12285,1334,1206,1564,1242,1433,1887,1339,1290,2193
STM14_RS12290,967,749,1135,693,995,1472,1117,820,1494
STM14_RS12295,764,525,723,622,673,1078,952,756,1583
STM14_RS12300,11257,3629,8757,3920,4093,10814,9194,3076,11762
STM14_RS12305,16018,6862,11188,7703,9091,16822,11573,4643,10900
STM14_RS12315,854,549,510,389,390,517,1180,602,1965
STM14_RS12320,790,858,446,280,578,432,1260,614,1604
STM14_RS12325,1856,1104,1778,1254,1063,1680,1388,1579,3192
STM14_RS12330,4047,2888,1811,895,1476,1582,4542,3036,3874
STM14_RS12335,2204,1785,1079,681,790,929,2054,1048,2431
STM14_RS12340,2503,2676,1692,1011,1225,1391,2677,2233,3817
STM14_RS12345,2272,1506,1132,744,864,1044,2012,945,2204
STM14_RS12350,3740,3495,3266,2239,2525,2920,4438,4243,8562
STM14_RS12360,176,161,150,88,126,136,273,142,325
STM14_RS12365,48,66,65,42,47,73,59,20,49
STM14_RS12370,2440,2774,1595,1128,1319,1063,2685,2857,4665
STM14_RS12375,75,25,37,22,16,28,107,26,262
STM14_RS12380,99,71,93,66,98,69,98,59,122
STM14_RS12385,145,167,157,140,168,161,141,133,138
STM14_RS12390,31,35,21,29,37,41,28,24,52
STM14_RS12395,51,38,30,23,20,26,51,23,59
STM14_RS12400,923,1759,1954,743,362,1735,443,533,872
STM14_RS12405,116,44,39,42,21,43,101,43,104
STM14_RS12410,297,169,172,129,81,181,209,88,378
STM14_RS12415,46,26,28,25,25,48,74,17,114
STM14_RS12420,2499,1523,1699,1123,934,1579,2521,1096,3028
STM14_RS12430,260,109,108,107,88,106,314,57,195
STM14_RS12435,129,90,35,28,68,48,101,57,82
STM14_RS12440,119,117,136,135,176,174,192,137,78
STM14_RS12445,1774,1340,1322,877,1090,1182,1196,845,1312
STM14_RS12450,127,48,170,97,113,166,55,62,203
STM14_RS12455,3,5,13,12,11,8,6,6,5
STM14_RS12460,19,52,63,70,72,59,17,21,9
STM14_RS12465,4,5,12,7,14,13,3,3,4
STM14_RS12470,2,1,2,3,0,1,0,1,1
STM14_RS12475,3,17,14,13,10,26,4,6,11
STM14_RS12480,4,13,15,9,12,10,1,6,4
STM14_RS12485,137,359,362,402,364,385,110,123,90
STM14_RS12490,251,643,1584,312,1064,1174,207,173,251
STM14_RS12495,171,507,1378,278,952,1012,194,215,197
STM14_RS12500,160,501,1440,343,1365,1220,276,303,325
STM14_RS12505,88,127,752,133,556,642,107,96,186
STM14_RS12510,1180,1326,4435,1239,2525,3654,1057,754,1076
STM14_RS12515,9,32,43,16,21,56,24,48,12
STM14_RS12520,80,153,188,128,228,145,109,242,61
STM14_RS12525,5794,3205,5082,4612,4275,5363,3510,2784,3157
STM14_RS12530,3031,2203,2349,1406,1439,2033,3786,1888,3811
STM14_RS12535,1226,341,829,1015,1010,990,1093,999,1546
STM14_RS12540,2542,719,1508,2111,2632,2283,1975,2412,3062
STM14_RS12545,353,537,1110,944,958,1508,534,525,922
STM14_RS12550,225482,773493,889860,1068147,920111,1122285,166386,336514,146092
STM14_RS12555,6087,5418,5511,4691,3863,6522,5917,4437,8059
STM14_RS12560,10114,11129,11585,8722,6830,14141,6677,6419,8050
STM14_RS12565,2394,1741,1927,1810,1790,2558,3579,3070,8177
STM14_RS12570,16861,19459,12896,7968,11142,12823,19513,24215,33249
STM14_RS12575,1028,596,346,228,185,233,890,264,727
STM14_RS12580,197,110,101,40,37,96,203,107,205
STM14_RS12585,807,626,434,199,160,319,699,289,620
STM14_RS12590,3016,1655,1282,824,1159,1334,2458,1399,2742
STM14_RS12595,8216,11133,11468,7386,6712,11131,13024,15453,16957
STM14_RS12600,4684,5482,5815,3805,3148,6441,7458,8862,9449
STM14_RS12605,561,700,688,431,318,731,886,1126,1309
STM14_RS12610,474,323,452,194,132,336,710,242,1231
STM14_RS12615,303,377,426,140,206,138,220,251,599
STM14_RS12620,1949,2877,15126,1267,1191,6221,1426,1979,3205
STM14_RS12625,1270,1584,6434,1013,786,2752,1166,1426,3528
STM14_RS12630,202,98,261,133,175,277,217,388,264
STM14_RS12635,192,107,437,152,185,440,223,342,252
STM14_RS12640,428,430,990,400,400,861,652,701,457
STM14_RS12650,407,273,263,273,406,440,341,300,251
STM14_RS12655,801,742,730,746,559,1265,527,561,550
STM14_RS12660,1037,1214,1168,1209,1022,2012,820,764,1110
STM14_RS12665,3001,2803,3298,4560,4106,5292,1961,2304,1701
STM14_RS12670,386,371,354,409,392,624,306,302,309
STM14_RS12675,4456,3462,4303,4213,4388,5378,4253,5127,4824
STM14_RS12680,644,820,554,578,524,837,610,571,1455
STM14_RS12685,2632,2789,3235,3006,1906,5400,1631,1280,5273
STM14_RS12690,5784,8234,8852,8165,8456,19941,3985,6511,14410
STM14_RS12695,12761,15718,19239,27384,31517,53871,9464,26799,20817
STM14_RS12700,5886,8556,11813,17065,16984,25552,5584,28908,17467
STM14_RS12705,9714,12747,15410,26723,30744,36175,9320,73874,33660
STM14_RS12710,1907,1437,2284,3753,3484,5545,1856,9633,9683
STM14_RS12715,2372,1750,1657,2859,3404,4331,2706,11483,12043
STM14_RS12720,632,164,412,371,460,745,530,568,1413
STM14_RS12725,3710,2190,2565,1309,2981,4958,2553,1405,3060
STM14_RS12730,4677,3333,3096,2072,5734,6498,3520,2246,3588
STM14_RS12735,1403,711,1159,848,1366,1498,1286,1252,2870
STM14_RS12740,696,513,871,923,1385,1446,819,1178,1975
STM14_RS12745,1250,1232,1581,1701,2281,2884,1654,2321,2548
STM14_RS12750,417,361,422,401,463,629,478,718,1122
STM14_RS12755,1394,561,693,692,735,767,2117,2227,4129
STM14_RS12760,13736,5188,5531,5600,5247,6785,16489,9475,18959
STM14_RS12765,47013,23163,10464,17447,26835,15648,44234,31602,25036
STM14_RS12770,977,983,904,577,683,1209,1003,1271,942
STM14_RS12775,1453,650,864,543,563,714,1066,469,1061
STM14_RS12780,3835,2926,1798,875,1097,838,1935,1235,1815
STM14_RS12785,1513,779,814,379,468,726,1071,417,1473
STM14_RS12790,5507,3537,8088,7057,4267,12488,2894,3224,15281
STM14_RS12795,6873,7089,9794,9097,5481,16118,3155,3793,16664
STM14_RS12800,10982,9643,18583,18562,10093,28453,3879,7763,21724
STM14_RS12805,1122,1163,2319,2207,1074,3590,392,1054,2412
STM14_RS12810,3319,2456,5954,6132,3664,10166,1027,2794,6818
STM14_RS12815,3064,3056,5551,6241,4054,10464,1305,3372,7604
STM14_RS12820,4998,4533,9033,10606,7071,18824,2509,6919,15196
STM14_RS12825,9538,6477,15507,18978,15280,32608,6833,21934,39245
STM14_RS12830,3321,1943,4171,4990,5496,8143,3364,10226,16671
STM14_RS12835,2075,1254,2142,2015,2156,3700,2291,4857,6706
STM14_RS12840,12232,11715,12243,11809,11810,15635,12898,20367,28489
STM14_RS12845,6472,7058,8080,7573,6868,8368,6752,8743,12547
STM14_RS12850,7274,8610,9518,8515,7285,9595,6983,7804,10996
STM14_RS12855,179,109,99,79,83,104,96,38,142
STM14_RS12860,2350,2148,1954,1296,1364,1631,2120,2131,2445
STM14_RS12865,1451,1401,1461,743,601,1895,1613,1142,5308
STM14_RS12870,1178,1236,1259,1349,1106,1533,1064,1022,1412
STM14_RS12875,1932,1501,2152,1180,1042,2088,2180,1663,3827
STM14_RS12880,4554,2849,4078,3762,4145,4234,3693,4386,4504
STM14_RS12885,4905,5070,4563,4135,4459,4934,5020,4488,4309
STM14_RS12890,10002,9041,8631,11006,11902,9337,8314,9643,7737
STM14_RS12895,5985,5737,4519,4507,5936,5428,6048,7142,7044
STM14_RS12900,2662,1840,3371,3315,4705,5045,4050,7346,8284
STM14_RS12905,593,468,548,296,310,515,517,305,643
STM14_RS12910,7750,9365,9722,10854,7544,17194,3114,3985,3707
STM14_RS12915,8049,8635,10955,11323,8231,19041,2986,4085,3669
STM14_RS12920,7491,8647,11617,11851,8401,20046,2308,3905,3133
STM14_RS12925,1909,2371,2589,2493,1974,4117,609,869,618
STM14_RS12930,1272,1232,1287,874,656,1739,429,596,462
STM14_RS12940,1413,1052,1295,1032,1076,1413,1477,930,1541
STM14_RS12945,2110,1818,2032,1761,1861,2709,2326,1787,2391
STM14_RS12950,1387,992,1438,1332,1368,1937,1455,1371,1664
STM14_RS12955,1572,1181,1149,1342,1681,2137,1649,1390,1386
STM14_RS12960,4133,2356,1653,2159,3171,2642,4010,3058,3158
STM14_RS12965,5720,3686,4349,6066,7113,5734,4949,5075,5242
STM14_RS12970,2620,1830,1533,994,727,1139,3499,2090,4360
STM14_RS12975,2555,2252,2269,1357,997,1469,3628,2870,4861
STM14_RS12980,4349,2813,4163,2269,1471,2773,4765,3517,5341
STM14_RS12985,18623,16290,18440,14333,10579,14723,18206,20049,16493
STM14_RS12990,16551,18219,22367,18987,13399,17730,15353,17843,11684
STM14_RS12995,2466,1767,1906,1501,1756,1645,1860,1476,2599
STM14_RS13000,3342,2409,2085,1499,1457,2156,2771,1637,2749
STM14_RS13005,786,603,467,367,370,325,822,533,494
STM14_RS13010,598,388,402,200,250,193,673,344,480
STM14_RS13015,288,222,125,120,164,112,298,130,216
STM14_RS13020,938,795,943,562,553,951,1092,761,1966
STM14_RS13025,2661,3507,4279,3043,3325,6248,3819,4729,12601
STM14_RS13030,1734,2246,2652,1785,1827,3855,2080,2540,7400
STM14_RS13035,1977,1148,1609,1365,1485,1989,2006,2009,3467
STM14_RS13040,1098,855,891,676,784,1122,1549,1495,3076
STM14_RS13045,5324,5526,5094,5504,8450,6199,5546,8892,9247
STM14_RS13050,2072,2081,2121,2673,2720,3141,2925,4022,5280
STM14_RS13055,2616,2559,2256,2691,2897,3993,3316,4423,5635
STM14_RS13060,2557,2358,2308,2854,3863,4709,3243,4318,5744
STM14_RS13065,6784,4310,5873,4709,5433,5748,6162,6057,8772
STM14_RS13070,1798,1630,1523,996,1145,1525,2037,1750,4152
STM14_RS13075,2044,1169,1420,872,1237,1261,1627,1426,3967
STM14_RS13080,99,45,48,37,21,51,63,33,51
STM14_RS13085,36,23,24,13,12,24,48,21,104
STM14_RS13090,21,21,22,11,15,15,84,35,169
STM14_RS13095,162,136,65,54,65,32,194,48,279
STM14_RS13100,159,99,165,50,43,80,413,59,654
STM14_RS13105,18803,18541,15896,12223,21507,17196,13366,15685,24748
STM14_RS13110,3770,2131,3369,2625,3224,3254,2592,2645,5625
STM14_RS13115,523,292,442,224,218,365,510,385,1153
STM14_RS13120,549,402,478,303,304,442,707,661,1779
STM14_RS13125,890,467,739,381,288,671,898,663,2686
STM14_RS13130,1540,1019,1807,1228,871,1763,1705,1348,3752
STM14_RS13135,3845,2833,4419,3560,3628,5507,3492,3731,6735
STM14_RS13140,1266,1588,1291,751,950,1383,1977,1583,3417
STM14_RS13145,4372,1813,3879,1747,1186,2723,5081,1432,4635
STM14_RS13150,12478,9005,11150,8548,7716,8199,15699,11609,14895
STM14_RS13155,38216,17428,49302,20528,15840,27150,39539,34162,24236
STM14_RS13160,21549,11523,39782,12400,9273,23556,16414,11734,10964
STM14_RS13165,3623,2164,1595,2113,2543,1883,3841,3792,2699
STM14_RS13170,76337,57533,86144,55012,41211,47643,166608,178240,86791
STM14_RS13175,6641,6957,6214,6238,7782,6888,7161,8240,7350
STM14_RS13180,3304,1239,841,864,894,968,2607,1423,2388
STM14_RS13190,456,375,300,453,1250,1019,710,652,447
STM14_RS13195,803,548,655,472,509,1184,808,642,1426
STM14_RS13200,1032,997,968,726,905,1490,1202,777,1961
STM14_RS13205,290,325,324,163,244,508,302,272,509
STM14_RS13215,681,676,465,728,500,6878,922,690,1335
STM14_RS13220,3256,2351,1194,1288,1347,947,2280,1466,1981
STM14_RS13230,34780,36008,17359,20788,19542,9929,26727,13657,54493
STM14_RS13235,12842,11017,9194,6313,8025,8087,11473,9581,11641
STM14_RS13240,3424,4032,3610,3776,4832,4370,3895,4375,3184
STM14_RS13245,1399,608,1177,1614,1596,1506,1563,1469,2016
STM14_RS13250,4000,1364,3315,5418,5205,4479,3997,5891,3817
STM14_RS13255,2823,2458,2538,2665,3308,2774,3315,2775,2569
STM14_RS13260,2580,1299,1558,1499,1213,1693,2060,1864,2106
STM14_RS13265,16577,10905,10619,9058,9222,8651,10503,8159,9935
STM14_RS13270,9932,14360,19585,26303,27272,45078,6993,13868,25607
STM14_RS13275,986,671,606,535,675,683,1142,767,1766
STM14_RS13290,429,488,336,179,231,207,337,187,393
STM14_RS13295,258,226,260,123,114,177,295,147,561
STM14_RS13300,4032,4141,3953,3782,3982,4479,4116,5149,6762
STM14_RS13325,294,191,154,104,204,151,296,222,324
STM14_RS13330,51,34,28,11,10,9,75,16,42
STM14_RS13335,309,189,205,160,174,212,384,209,279
STM14_RS13340,57,37,42,9,23,19,57,33,64
STM14_RS13345,442,197,169,104,130,84,444,155,181
STM14_RS13350,275,155,189,121,158,171,299,218,260
STM14_RS13355,3583,3365,4287,3699,4622,4673,2627,3174,3223
STM14_RS13360,647,485,607,345,237,615,629,405,652
STM14_RS13365,4720,3106,4527,2704,2704,4396,5248,4718,6150
STM14_RS13370,10974,12128,11403,8875,12033,11998,10407,11961,11207
STM14_RS13375,1313,1374,1312,1086,1052,1300,1264,1575,1669
STM14_RS13380,21594,18434,14684,19189,29425,20093,20731,50410,12790
STM14_RS13390,19442,18860,16441,16275,21168,19043,19513,17865,15567
STM14_RS13395,72055,68890,47044,57215,64231,59485,82077,85878,66010
STM14_RS13400,45630,46560,27982,46819,44593,39929,46378,58055,35869
STM14_RS13405,121,69,126,61,32,93,204,79,223
STM14_RS13410,327,463,638,300,499,718,378,642,697
STM14_RS13415,703,448,913,430,644,996,514,854,1632
STM14_RS13420,1392,681,1261,698,483,1276,981,628,1435
STM14_RS13425,187,155,148,77,114,165,182,121,532
STM14_RS13430,572,301,343,160,152,247,733,271,925
STM14_RS13435,1411,1162,871,750,664,825,1832,1966,1747
STM14_RS13440,8348,4784,3478,5303,5048,3645,6441,20799,4654
STM14_RS13445,7303,5691,5042,4915,5273,4792,7166,17291,4487
STM14_RS13450,7518,5682,4836,3516,4834,5374,5824,10084,3483
STM14_RS13455,10248,17928,6856,5451,13851,7511,7639,23366,4284
STM14_RS13460,11489,13233,19543,21734,18457,20459,6835,11245,6239
STM14_RS13465,2269,2843,2171,2022,2159,2347,2405,2814,2761
STM14_RS13470,1098,907,883,708,742,816,1448,1031,2239
STM14_RS13475,631,363,501,507,525,569,652,573,979
STM14_RS13480,1104,836,668,551,769,661,1130,817,785
STM14_RS13485,1656,966,933,574,670,829,1191,723,1729
STM14_RS13490,713,367,584,374,455,533,694,477,1816
STM14_RS13495,107,58,44,26,37,38,94,45,218
STM14_RS13500,541,435,489,272,303,512,505,325,688
STM14_RS13505,869,649,664,984,1157,852,798,806,882
STM14_RS13510,511,216,365,596,815,466,341,409,476
STM14_RS13515,1019,422,731,1172,1695,1100,645,935,864
STM14_RS13520,1020,631,658,1323,1642,1199,749,1027,736
STM14_RS13525,1575,1023,1041,1966,2623,1798,1279,1932,1257
STM14_RS13530,810,367,629,719,764,758,782,722,1000
STM14_RS13535,1532,912,763,1202,1374,1247,1511,1385,1307
STM14_RS13540,104,38,98,86,119,98,45,49,93
STM14_RS13545,74,54,67,63,106,71,34,56,64
STM14_RS13550,255,74,202,183,339,267,121,172,167
STM14_RS13555,52,19,31,24,61,33,15,33,29
STM14_RS13560,86,20,31,44,80,48,15,31,35
STM14_RS13565,66,19,43,35,71,50,32,67,62
STM14_RS13570,105,27,88,34,92,115,78,67,90
STM14_RS13575,79,70,62,40,61,94,75,54,62
STM14_RS13580,30,21,19,22,20,29,37,32,24
STM14_RS13585,36,10,11,11,14,7,28,17,28
STM14_RS13590,44,36,38,16,16,20,63,20,58
STM14_RS13595,11013,13600,21829,16966,14753,47035,9539,17453,15786
STM14_RS13600,26248,19808,12128,16945,24883,16260,36181,53551,33906
STM14_RS13605,43242,26833,24542,31801,41621,34656,61709,107727,69386
STM14_RS13610,2627,1470,1706,989,1048,1902,2386,1019,2486
STM14_RS13615,666,298,353,198,172,244,808,435,1283
STM14_RS13620,1361,880,752,456,321,588,1104,430,1268
STM14_RS13625,1277,1086,763,706,1030,518,1018,620,834
STM14_RS13630,428,337,415,250,337,321,395,318,539
STM14_RS13635,1173,1053,1118,855,928,1019,1142,805,1046
STM14_RS13640,1369,1298,1186,989,1044,1206,2224,1777,2170
STM14_RS13645,465,456,667,272,356,458,333,351,364
STM14_RS13650,2200,2259,2688,1663,1980,2179,2581,2691,2969
STM14_RS13655,1044,562,587,620,585,693,1014,823,881
STM14_RS13660,3168,959,2177,1740,1874,2174,2515,2334,4623
STM14_RS13665,4104,2805,3065,3206,3996,4397,3770,4825,4051
STM14_RS13670,1283,1400,1720,1240,1246,2401,1128,1379,4452
STM14_RS13675,8906,7431,12212,8642,8451,11555,9173,12014,16177
STM14_RS13680,12082,15238,16288,13648,14503,16963,13141,15103,16222
STM14_RS13685,3480,3246,3508,2399,2317,3317,2829,2600,3160
STM14_RS13690,4267,4483,4507,2644,2707,3959,3631,3756,3535
STM14_RS13695,1390,992,1707,844,591,1158,1178,727,1622
STM14_RS13700,3708,2735,2567,2165,2311,2392,2912,2443,3639
STM14_RS13705,5072,3553,5402,5539,6444,8068,4103,5436,5474
STM14_RS13710,1357,969,1760,1840,2010,2733,1312,1438,1650
STM14_RS13715,1542,1002,1509,1119,957,1684,1904,1395,3850
STM14_RS13720,287,285,447,266,257,508,405,367,1933
STM14_RS13725,2170,1676,1329,1393,2458,1841,2750,2979,2182
STM14_RS13730,710,789,800,702,1008,1156,925,1382,6660
STM14_RS13735,932,493,640,379,565,699,779,589,3764
STM14_RS13740,6289,5580,5962,3567,3619,5468,6916,6593,12331
STM14_RS13745,1695,1474,1585,1204,1060,1940,2160,2717,6362
STM14_RS13750,659,320,356,174,240,249,891,353,924
STM14_RS13755,45,28,16,14,17,16,69,22,35
STM14_RS13760,8735,1270,2812,524,741,2283,4392,911,4812
STM14_RS13765,321,175,149,102,127,77,938,196,790
STM14_RS13770,263,126,136,73,49,80,636,118,614
STM14_RS13775,4310,5112,4955,4685,5417,5689,5798,9668,12695
STM14_RS13780,1687,2166,1150,971,2191,1323,3259,3875,5501
STM14_RS13785,3271,1184,2929,1604,1678,2496,3039,2183,4912
STM14_RS13790,1936,1606,1620,1284,1513,1691,2136,1565,2068
STM14_RS13795,3487,2139,2935,2268,2222,3054,3143,1986,3873
STM14_RS13800,7002,3108,3387,3540,3943,3420,6311,4115,5028
STM14_RS13805,282,215,209,185,234,269,204,166,209
STM14_RS13810,87,76,59,34,40,65,169,69,160
STM14_RS13815,557,400,268,137,183,312,492,242,1225
STM14_RS13820,4092,3597,3176,2478,2915,3688,4769,4842,12694
STM14_RS13825,8494,6976,7136,5362,5606,7775,8305,9489,17534
STM14_RS13830,4426,4481,4265,2987,2832,4476,4501,4495,8928
STM14_RS13835,10128,8709,9083,7359,8772,9170,10046,11986,17946
STM14_RS13840,7169,7275,6730,6792,8975,7448,6856,10793,11437
STM14_RS13845,10521,8119,9703,7539,9068,10605,7034,7794,14217
STM14_RS13850,1772,2202,1227,1049,1190,1360,3303,3242,11298
STM14_RS13855,2941,2780,4347,2238,1694,5948,1948,2354,4806
STM14_RS13860,416,127,257,299,372,235,355,290,606
STM14_RS13865,95,50,69,37,73,56,67,94,203
STM14_RS13870,126,174,139,74,83,128,112,77,229
STM14_RS13875,421,170,319,181,191,312,472,211,941
STM14_RS13880,1455,629,1519,850,833,1383,462,557,2395
STM14_RS13885,6565,4523,9897,6512,6589,12780,5896,6830,11850
STM14_RS13890,3018,1731,3813,3923,4193,3638,2206,4685,2296
STM14_RS13895,448,368,322,147,170,181,413,186,268
STM14_RS13900,924,865,882,700,737,1331,1352,2067,2836
STM14_RS13905,3390,3312,4364,4333,4525,6727,4350,8409,6592
STM14_RS13910,1089,1007,789,900,1130,1468,1197,1704,1576
STM14_RS13915,2046,1942,1262,1126,982,1913,2274,3599,3030
STM14_RS13920,7058,5077,5427,4996,4065,5636,7381,12829,12014
STM14_RS13925,11186,7730,8825,6263,3808,7955,10979,6596,10899
STM14_RS13930,33525,34591,29357,27258,25543,31826,28735,52259,24916
STM14_RS13935,34987,40596,29091,31587,28585,29340,30946,50888,22338
STM14_RS13940,110295,113982,103168,96302,84825,104376,93723,120154,76580
STM14_RS13945,71937,37709,63768,52173,41969,67156,49207,50280,45660
STM14_RS13950,3626,1730,4775,1920,2147,3432,2014,1402,3716
STM14_RS13955,2362,1310,1214,719,831,1047,4143,942,6625
STM14_RS13960,926,680,464,445,437,334,961,395,1178
STM14_RS13965,185,69,56,66,88,79,176,124,211
STM14_RS13970,331,287,278,169,231,269,344,194,314
STM14_RS13975,556,394,586,343,375,334,579,421,749
STM14_RS13980,1033,603,834,445,547,738,964,693,1092
STM14_RS13985,1039,1032,915,711,833,906,1032,845,1101
STM14_RS13990,5027,7591,5204,7724,12397,9467,3805,12532,3288
STM14_RS13995,1873,1376,1814,956,929,1723,1994,1631,3309
STM14_RS14000,10436,12160,16648,12081,12166,22266,9488,14053,15161
STM14_RS14005,887,916,1232,1023,754,1644,688,911,1070
STM14_RS14010,4891,3213,3302,1414,2077,2469,4240,3728,5212
STM14_RS14015,1734,1778,3345,1363,5172,2616,3947,8961,7920
STM14_RS14020,5927,9438,17342,6180,22539,9159,5658,12292,7114
STM14_RS14025,1850,1255,2317,1863,5129,2261,1843,1214,2873
STM14_RS14030,2290,2440,2279,2287,2128,2651,2666,2204,2644
STM14_RS14035,3350,2612,3090,2735,2360,3370,3832,3910,5259
STM14_RS14040,2937,2045,2415,2192,1944,2406,2723,1951,3471
STM14_RS14045,2128,1755,1564,1275,1582,1657,2010,1568,2261
STM14_RS14050,2277,2508,5508,4027,4165,11970,1722,2715,11895
STM14_RS14055,51,26,17,15,17,17,60,22,40
STM14_RS14060,965,761,859,558,542,791,1402,709,1912
STM14_RS14065,1457,1032,1521,1078,760,1352,1597,782,1451
STM14_RS14070,7006,5841,7296,6500,6339,8101,6391,6491,5284
STM14_RS14075,4347,3973,9478,5505,4114,8242,2254,2866,2517
STM14_RS14080,2661,2330,5432,3534,2943,5168,1429,1865,1721
STM14_RS14085,1287,953,1401,970,1229,1404,968,883,823
STM14_RS14090,629,555,464,232,319,273,568,274,421
STM14_RS14095,87,51,38,16,32,24,128,33,72
STM14_RS14100,292,181,169,69,66,130,409,68,535
STM14_RS14105,574,309,384,198,107,312,649,132,723
STM14_RS14110,1143,1132,1222,759,627,1260,1181,1201,1528
STM14_RS14115,2851,2077,2885,3139,3390,3123,2556,3474,3869
STM14_RS14120,2194,1269,1136,941,803,918,2737,1659,4741
STM14_RS14125,6494,4689,3768,4238,4110,3536,8535,6913,11872
STM14_RS14130,5708,3728,2704,3156,3634,2671,7333,4744,7127
STM14_RS14135,4437,4113,3300,2504,3302,4129,4883,6120,8916
STM14_RS14140,11087,10914,9011,7718,9322,9338,12004,14285,22400
STM14_RS14145,284,161,208,136,250,345,684,336,736
STM14_RS14155,62,48,12,23,60,33,73,37,33
STM14_RS14160,34,16,23,16,19,17,65,32,42
STM14_RS14165,48,33,41,21,35,21,68,22,53
STM14_RS14170,1198,785,833,610,556,641,1041,816,1044
STM14_RS14175,15,7,4,0,6,5,6,0,4
